conversation_id,condition,model_a,model_b,prompt_id,num_turns,repetitiveness,coherence,hedging,response_length_trend,vocab_diversity,question_freq,formality,sentiment_drift,turn_length_variance,detective_guess,detective_correct
conv_human_human_personachat_0001,human_human,human,human,PC,13,0.0,0.0695,0.0,-0.2552,0.6829,0.2308,0.0,0.2967,2.3848,,
conv_human_human_personachat_0002,human_human,human,human,PC,11,0.0044,0.0643,0.0,-0.6848,0.6791,0.1818,0.0,-0.3097,3.1953,,
conv_human_human_personachat_0003,human_human,human,human,PC,15,0.0,0.0767,0.0,0.0176,0.5865,0.2,0.0,-0.2548,2.2991,,
conv_human_human_personachat_0004,human_human,human,human,PC,13,0.0,0.0483,0.0,-0.5909,0.58,0.3077,0.0,0.0219,3.5463,,
conv_human_human_personachat_0005,human_human,human,human,PC,15,0.0,0.0677,0.0,-0.1736,0.632,0.2667,0.0,0.3296,2.2599,,
conv_human_human_personachat_0006,human_human,human,human,PC,13,0.0,0.0653,1.4493,-0.2133,0.7101,0.2308,0.0,-0.1639,3.2264,,
conv_human_human_personachat_0007,human_human,human,human,PC,15,0.0,0.0996,0.0,-0.2264,0.5827,0.0667,0.0,0.1458,3.3082,,
conv_human_human_personachat_0008,human_human,human,human,PC,15,0.0,0.074,0.7576,0.2484,0.6288,0.1333,0.0,-0.2841,3.8446,,
conv_human_human_personachat_0009,human_human,human,human,PC,15,0.0,0.0753,0.0,-0.0945,0.6562,0.4,0.0,-0.0295,2.1771,,
conv_human_human_personachat_0010,human_human,human,human,PC,13,0.0,0.0784,0.7353,-0.5105,0.6985,0.1538,0.0,-0.0974,3.4601,,
conv_human_human_personachat_0011,human_human,human,human,PC,13,0.0,0.0667,0.0,0.0245,0.6435,0.3846,0.0,-0.1942,3.562,,
conv_human_human_personachat_0012,human_human,human,human,PC,11,0.0,0.0977,0.0,-0.4727,0.6869,0.7273,0.0,-0.1073,2.1541,,
conv_human_human_personachat_0013,human_human,human,human,PC,15,0.0,0.0846,0.0,-0.0857,0.6667,0.3333,0.0,0.0627,2.3134,,
conv_human_human_personachat_0014,human_human,human,human,PC,15,0.0,0.0654,0.5618,0.3055,0.6685,0.3333,0.0,-0.1016,2.9425,,
conv_human_human_personachat_0015,human_human,human,human,PC,15,0.0067,0.091,0.0,0.0549,0.5909,0.4,0.0,0.1389,3.5492,,
conv_human_human_personachat_0016,human_human,human,human,PC,11,0.0053,0.0929,0.0,-0.2788,0.6242,0.5455,0.0,-0.3295,2.7641,,
conv_human_human_personachat_0017,human_human,human,human,PC,13,0.0,0.0591,0.0,-0.0874,0.6634,0.2308,0.0,0.2858,1.9347,,
conv_human_human_personachat_0018,human_human,human,human,PC,13,0.0,0.0682,1.3333,0.1923,0.6733,0.3077,0.0,0.0613,2.9849,,
conv_human_human_personachat_0019,human_human,human,human,PC,13,0.0,0.047,0.6993,0.2587,0.6503,0.6154,0.0,0.0164,3.0641,,
conv_human_human_personachat_0020,human_human,human,human,PC,15,0.0045,0.1014,0.0,0.1802,0.5796,0.5333,0.0,-0.0038,2.7218,,
conv_human_human_personachat_0021,human_human,human,human,PC,15,0.0,0.0216,2.5806,-0.1802,0.6903,0.2667,0.0,0.2872,2.638,,
conv_human_human_personachat_0022,human_human,human,human,PC,11,0.0,0.0744,0.0,0.4,0.6783,0.6364,0.0,-0.3324,3.747,,
conv_human_human_personachat_0023,human_human,human,human,PC,11,0.0317,0.1366,0.0,0.3273,0.5946,0.8182,0.0,-0.2813,2.5377,,
conv_human_human_personachat_0024,human_human,human,human,PC,13,0.0,0.0922,0.8929,-0.2762,0.6607,0.5385,0.0,0.6937,3.0127,,
conv_human_human_personachat_0025,human_human,human,human,PC,15,0.0045,0.1074,0.0,-0.222,0.5357,0.3333,0.0,-0.2442,2.9076,,
conv_human_human_personachat_0026,human_human,human,human,PC,11,0.0,0.0663,0.0,-0.3152,0.7132,0.2727,0.0,0.0387,2.2271,,
conv_human_human_personachat_0027,human_human,human,human,PC,13,0.0,0.1009,0.0,-0.5804,0.5766,0.3846,0.0,-0.036,3.4881,,
conv_human_human_personachat_0028,human_human,human,human,PC,15,0.014,0.0826,0.0,-0.2088,0.6438,0.0667,0.0,-0.0126,3.4144,,
conv_human_human_personachat_0029,human_human,human,human,PC,15,0.0,0.0761,0.565,-0.0703,0.5932,0.2667,0.0,-0.0617,2.9932,,
conv_human_human_personachat_0030,human_human,human,human,PC,15,0.0,0.0897,0.0,-0.2945,0.5594,0.5333,0.0,0.1689,3.1266,,
conv_human_human_personachat_0031,human_human,human,human,PC,15,0.0035,0.1218,0.0,-0.0725,0.5598,0.4,0.0,-0.1294,2.7039,,
conv_human_human_personachat_0032,human_human,human,human,PC,15,0.0,0.0346,0.0,-0.2835,0.728,0.2667,0.0,-0.1288,2.9563,,
conv_human_human_personachat_0033,human_human,human,human,PC,15,0.0,0.0994,0.0,0.0835,0.6395,0.4,0.0,0.2323,3.8518,,
conv_human_human_personachat_0034,human_human,human,human,PC,15,0.0,0.0904,0.0,-0.0176,0.6283,0.3333,0.0,-0.883,2.684,,
conv_human_human_personachat_0035,human_human,human,human,PC,15,0.0,0.0315,0.0,0.1868,0.6887,0.0667,0.0,-0.14,2.5685,,
conv_human_human_personachat_0036,human_human,human,human,PC,13,0.0,0.0263,0.8475,-0.2273,0.7373,0.1538,0.0,-0.0391,3.0856,,
conv_human_human_personachat_0037,human_human,human,human,PC,13,0.0,0.063,0.6993,0.0559,0.6294,0.3846,0.0,-0.245,2.3274,,
conv_human_human_personachat_0038,human_human,human,human,PC,15,0.0,0.0697,0.0,0.0967,0.5874,0.2667,0.0,-0.135,4.1723,,
conv_human_human_personachat_0039,human_human,human,human,PC,11,0.0048,0.0839,0.0,-0.6848,0.6547,0.5455,0.0,-0.162,2.3345,,
conv_human_human_personachat_0040,human_human,human,human,PC,15,0.0,0.0897,1.7647,-0.2242,0.6235,0.1333,0.0,-0.0475,2.8392,,
conv_human_human_personachat_0041,human_human,human,human,PC,13,0.0045,0.1022,0.0,0.3776,0.6286,0.3077,0.0,0.0688,2.8235,,
conv_human_human_personachat_0042,human_human,human,human,PC,15,0.0,0.1069,0.0,0.1297,0.6293,0.1333,0.0,-0.3179,1.6241,,
conv_human_human_personachat_0043,human_human,human,human,PC,11,0.0,0.0753,0.8065,-0.3091,0.6613,0.0909,0.0,0.0012,2.7,,
conv_human_human_personachat_0044,human_human,human,human,PC,15,0.0,0.0562,0.0,-0.0505,0.5581,0.2667,0.0,0.2894,2.6351,,
conv_human_human_personachat_0045,human_human,human,human,PC,13,0.0,0.07,1.4286,0.1748,0.6286,0.4615,0.0,0.4461,2.8431,,
conv_human_human_personachat_0046,human_human,human,human,PC,15,0.0,0.0685,0.6494,-0.4505,0.6494,0.2,0.0,-0.0092,3.8286,,
conv_human_human_personachat_0047,human_human,human,human,PC,13,0.0,0.0459,0.0,0.507,0.7214,0.2308,0.0,0.0,3.6846,,
conv_human_human_personachat_0048,human_human,human,human,PC,15,0.0,0.0723,1.4184,-0.1934,0.6241,0.3333,0.0,-0.0768,2.5555,,
conv_human_human_personachat_0049,human_human,human,human,PC,13,0.0,0.0462,1.5504,0.2238,0.6124,0.2308,0.0,-0.4737,3.3665,,
conv_human_human_personachat_0050,human_human,human,human,PC,15,0.0,0.0713,0.0,0.1143,0.6228,0.2667,0.0,-0.2378,2.462,,
conv_human_human_personachat_0051,human_human,human,human,PC,11,0.0,0.0631,0.6944,-0.4242,0.6597,0.0909,0.0,0.0821,1.99,,
conv_human_human_personachat_0052,human_human,human,human,PC,13,0.0,0.0406,0.0,0.2273,0.7317,0.3846,0.0,-0.4395,3.6846,,
conv_human_human_personachat_0053,human_human,human,human,PC,13,0.0,0.0918,0.0,-0.3007,0.693,0.3846,0.0,-0.0495,3.1579,,
conv_human_human_personachat_0054,human_human,human,human,PC,15,0.011,0.0707,3.8462,-0.244,0.6923,0.1333,0.0,-0.1313,2.1105,,
conv_human_human_personachat_0055,human_human,human,human,PC,15,0.0,0.0545,1.2422,0.2176,0.6211,0.2667,0.0,0.0151,2.6235,,
conv_human_human_personachat_0056,human_human,human,human,PC,13,0.0,0.0553,0.0,0.2133,0.7229,0.6923,0.0,-0.21,2.6913,,
conv_human_human_personachat_0057,human_human,human,human,PC,13,0.0108,0.1164,1.6129,-0.0874,0.5968,0.4615,0.0,0.0758,2.1779,,
conv_human_human_personachat_0058,human_human,human,human,PC,15,0.0,0.1117,0.5917,0.2637,0.645,0.2,0.0,-0.0563,2.8643,,
conv_human_human_personachat_0059,human_human,human,human,PC,13,0.0,0.0899,0.0,-0.0035,0.6532,0.4615,0.0,-0.0334,2.1779,,
conv_human_human_personachat_0060,human_human,human,human,PC,11,0.0093,0.0415,0.0,0.103,0.686,0.4545,0.0,0.1225,2.5475,,
conv_human_human_personachat_0061,human_human,human,human,PC,11,0.0,0.1178,0.0,-0.3939,0.6303,0.1818,0.0,0.2357,3.0676,,
conv_human_human_personachat_0062,human_human,human,human,PC,15,0.0,0.0457,0.0,-0.022,0.6718,0.5333,0.0,-0.2591,3.295,,
conv_human_human_personachat_0063,human_human,human,human,PC,13,0.007,0.1033,0.8,-0.1049,0.648,0.3077,0.0,-0.0766,3.559,,
conv_human_human_personachat_0064,human_human,human,human,PC,13,0.0,0.1109,0.8929,-0.0105,0.6429,0.3846,0.0,-0.075,2.8124,,
conv_human_human_personachat_0065,human_human,human,human,PC,13,0.0,0.0463,0.7353,-0.3986,0.6471,0.2308,0.0,0.3,3.0777,,
conv_human_human_personachat_0066,human_human,human,human,PC,15,0.0,0.0871,0.0,0.044,0.6011,0.3333,0.0,0.1289,1.3851,,
conv_human_human_personachat_0067,human_human,human,human,PC,15,0.0,0.0846,1.2987,0.0637,0.6234,0.0667,0.0,0.1719,2.1911,,
conv_human_human_personachat_0068,human_human,human,human,PC,13,0.0,0.0731,0.0,-0.0559,0.6847,0.5385,0.0,-0.1408,2.3746,,
conv_human_human_personachat_0069,human_human,human,human,PC,13,0.0,0.0509,2.1739,-0.0874,0.6667,0.2308,0.0,0.0423,2.5967,,
conv_human_human_personachat_0070,human_human,human,human,PC,13,0.0,0.0594,0.7194,-0.1364,0.7122,0.3846,0.0,-0.065,2.9849,,
conv_human_human_personachat_0071,human_human,human,human,PC,15,0.0085,0.056,0.0,-0.1648,0.6438,0.1333,0.25,-0.1141,2.3441,,
conv_human_human_personachat_0072,human_human,human,human,PC,15,0.0,0.082,1.3158,0.1187,0.6645,0.0667,0.0,-0.2472,2.8997,,
conv_human_human_personachat_0073,human_human,human,human,PC,11,0.0,0.0598,0.0,-0.2727,0.7143,0.0909,0.5,-0.1149,1.7349,,
conv_human_human_personachat_0074,human_human,human,human,PC,13,0.0,0.0688,1.6807,0.1084,0.6555,0.2308,0.0,0.103,1.9773,,
conv_human_human_personachat_0075,human_human,human,human,PC,15,0.0,0.0765,1.2821,-0.0286,0.6154,0.4,0.0,-0.0541,2.858,,
conv_human_human_personachat_0076,human_human,human,human,PC,13,0.0,0.0661,0.0,-0.2762,0.6544,0.3846,0.0,-0.1217,3.451,,
conv_human_human_personachat_0077,human_human,human,human,PC,15,0.0,0.0624,0.0,-0.2747,0.6188,0.1333,0.0,0.0921,3.2616,,
conv_human_human_personachat_0078,human_human,human,human,PC,13,0.026,0.1299,0.0,0.5944,0.56,0.3846,0.0,-0.4736,3.2404,,
conv_human_human_personachat_0079,human_human,human,human,PC,15,0.0,0.0656,3.9326,-0.2044,0.6292,0.2,0.0,-0.0663,3.4144,,
conv_human_human_personachat_0080,human_human,human,human,PC,15,0.0,0.0468,0.0,-0.1868,0.6747,0.0,0.0,-0.2131,2.8723,,
conv_human_human_personachat_0081,human_human,human,human,PC,15,0.014,0.0647,0.0,0.1275,0.6584,0.2,0.0,0.1341,2.7738,,
conv_human_human_personachat_0082,human_human,human,human,PC,15,0.004,0.0624,1.3889,-0.0462,0.6389,0.2,0.0,-0.025,2.9632,,
conv_human_human_personachat_0083,human_human,human,human,PC,11,0.0,0.1253,0.0,0.3273,0.6262,0.7273,0.0,0.3134,2.1354,,
conv_human_human_personachat_0084,human_human,human,human,PC,15,0.0,0.124,0.0,-0.3495,0.5986,0.2,0.0,-0.0167,3.2989,,
conv_human_human_personachat_0085,human_human,human,human,PC,15,0.0031,0.0821,0.0,0.2286,0.6,0.6667,0.0,-0.0519,4.1821,,
conv_human_human_personachat_0086,human_human,human,human,PC,13,0.0,0.0532,0.0,-0.1538,0.7222,0.0769,0.0,-0.0229,2.8382,,
conv_human_human_personachat_0087,human_human,human,human,PC,13,0.0,0.08,0.0,-0.4755,0.625,0.1538,0.0,0.0006,3.2617,,
conv_human_human_personachat_0088,human_human,human,human,PC,11,0.0,0.0926,0.0,-0.1636,0.65,0.3636,0.0,-0.438,3.3242,,
conv_human_human_personachat_0089,human_human,human,human,PC,15,0.0,0.0557,0.0,0.0923,0.6985,0.0667,0.0,0.1983,1.7728,,
conv_human_human_personachat_0090,human_human,human,human,PC,15,0.0,0.0468,0.0,0.2,0.6716,0.2,0.0909,-0.0797,2.2418,,
conv_human_human_personachat_0091,human_human,human,human,PC,15,0.0038,0.0934,1.2821,0.2967,0.5641,0.6667,0.0,-0.0198,2.5803,,
conv_human_human_personachat_0092,human_human,human,human,PC,15,0.0,0.0418,0.0,-0.0945,0.7222,0.6,0.0,-0.5021,1.3721,,
conv_human_human_personachat_0093,human_human,human,human,PC,13,0.0,0.1144,0.8264,-0.1678,0.6281,0.2308,0.0,0.4172,2.8674,,
conv_human_human_personachat_0094,human_human,human,human,PC,13,0.0,0.0877,0.0,0.4406,0.637,0.3077,0.0,0.0326,2.8868,,
conv_human_human_personachat_0095,human_human,human,human,PC,17,0.0,0.084,1.0753,0.2162,0.5376,0.4706,0.0,0.1734,2.8879,,
conv_human_human_personachat_0096,human_human,human,human,PC,15,0.0,0.0583,0.0,0.0176,0.6783,0.4667,0.0,-0.4058,2.5595,,
conv_human_human_personachat_0097,human_human,human,human,PC,13,0.0065,0.0719,0.0,0.2692,0.6016,0.6923,0.0,-0.4126,2.8025,,
conv_human_human_personachat_0098,human_human,human,human,PC,11,0.0048,0.1091,0.8621,-0.1212,0.6121,0.8182,0.0,-0.0898,2.358,,
conv_human_human_personachat_0099,human_human,human,human,PC,15,0.0,0.0799,1.0363,0.0505,0.5855,0.4,0.0,-0.3836,2.3046,,
